pmid,disease_name,pathway_name,disease_id,pathway_id,category,reference_title,reference_journal,matched_recon3d_pathway,match_method,match_score
21734151,Autosomal recessive intellectual developmental disorder,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,H00768,hsa00534(N01582),Mental and behavioural disorder,"Mutation of the conserved polyadenosine RNA binding protein, ZC3H14/dNab2, impairs neural function in Drosophila and humans.",Proc Natl Acad Sci U S A 108:12390-5 (2011),Chondroitin synthesis,kegg_id_crossref,1.0
27616480,Autosomal recessive intellectual developmental disorder,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,H00768,hsa00534(N01582),Mental and behavioural disorder,"Mutations in MBOAT7, Encoding Lysophosphatidylinositol Acyltransferase I, Lead to Intellectual Disability Accompanied by Epilepsy and Autistic Features.",Am J Hum Genet 99:912-916 (2016),Chondroitin synthesis,kegg_id_crossref,1.0
26416544,Autosomal recessive intellectual developmental disorder,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,H00768,hsa00534(N01582),Mental and behavioural disorder,A homozygous loss-of-function mutation in inositol monophosphatase 1 (IMPA1) causes severe intellectual disability.,Mol Psychiatry 21:1125-9 (2016),Chondroitin synthesis,kegg_id_crossref,1.0
28257693,Autosomal recessive intellectual developmental disorder,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,H00768,hsa00534(N01582),Mental and behavioural disorder,Hypomorphic Pathogenic Variants in TAF13 Are Associated with Autosomal-Recessive Intellectual Disability and Microcephaly.,Am J Hum Genet 100:555-561 (2017),Chondroitin synthesis,kegg_id_crossref,1.0
27612186,Autosomal recessive intellectual developmental disorder,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,H00768,hsa00534(N01582),Mental and behavioural disorder,Loss-of-function mutation in RUSC2 causes intellectual disability and secondary microcephaly.,Dev Med Child Neurol 58:1317-1322 (2016),Chondroitin synthesis,kegg_id_crossref,1.0
27694521,Autosomal recessive intellectual developmental disorder,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,H00768,hsa00534(N01582),Mental and behavioural disorder,Mutations in the phosphatidylinositol glycan C (PIGC) gene are associated with epilepsy and intellectual disability.,J Med Genet 54:196-201 (2017),Chondroitin synthesis,kegg_id_crossref,1.0
29784083,Autosomal recessive intellectual developmental disorder,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,H00768,hsa00534(N01582),Mental and behavioural disorder,"A homozygous loss-of-function CAMK2A mutation causes growth delay, frequent seizures and severe intellectual disability.",Elife 7:e32451 (2018),Chondroitin synthesis,kegg_id_crossref,1.0
28837161,Autosomal recessive intellectual developmental disorder,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,H00768,hsa00534(N01582),Mental and behavioural disorder,"Biallelic variants in LINGO1 are associated with autosomal recessive intellectual disability, microcephaly, speech and motor delay.",Genet Med 20:778-784 (2018),Chondroitin synthesis,kegg_id_crossref,1.0
29276005,Autosomal recessive intellectual developmental disorder,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,H00768,hsa00534(N01582),Mental and behavioural disorder,Histone Lysine Methylases and Demethylases in the Landscape of Human Developmental Disorders.,Am J Hum Genet 102:175-187 (2018),Chondroitin synthesis,kegg_id_crossref,1.0
27311568,Autosomal recessive intellectual developmental disorder,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,H00768,hsa00534(N01582),Mental and behavioural disorder,Identification of C12orf4 as a gene for autosomal recessive intellectual disability.,Clin Genet 91:100-105 (2017),Chondroitin synthesis,kegg_id_crossref,1.0
30409806,Autosomal recessive intellectual developmental disorder,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,H00768,hsa00534(N01582),Mental and behavioural disorder,Quantifying the contribution of recessive coding variation to developmental disorders.,Science 362:1161-1164 (2018),Chondroitin synthesis,kegg_id_crossref,1.0
29893856,Autosomal recessive intellectual developmental disorder,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,H00768,hsa00534(N01582),Mental and behavioural disorder,Biallelic missense variants in ZBTB11 can cause intellectual disability in humans.,Hum Mol Genet 27:3177-3188 (2018),Chondroitin synthesis,kegg_id_crossref,1.0
28640246,Autosomal recessive intellectual developmental disorder,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,H00768,hsa00534(N01582),Mental and behavioural disorder,GWAS signals revisited using human knockouts.,Genet Med 20:64-68 (2018),Chondroitin synthesis,kegg_id_crossref,1.0
31079898,Autosomal recessive intellectual developmental disorder,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,H00768,hsa00534(N01582),Mental and behavioural disorder,Recessive Truncating Mutations in ALKBH8 Cause Intellectual Disability and Severe Impairment of Wobble Uridine Modification.,Am J Hum Genet 104:1202-1209 (2019),Chondroitin synthesis,kegg_id_crossref,1.0
31564433,Autosomal recessive intellectual developmental disorder,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,H00768,hsa00534(N01582),Mental and behavioural disorder,Bi-allelic Variants in METTL5 Cause Autosomal-Recessive Intellectual Disability and Microcephaly.,Am J Hum Genet 105:869-878 (2019),Chondroitin synthesis,kegg_id_crossref,1.0
34230638,Autosomal recessive intellectual developmental disorder,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,H00768,hsa00534(N01582),Mental and behavioural disorder,"Missense NAA20 variants impairing the NatB protein N-terminal acetyltransferase cause autosomal recessive developmental delay, intellectual disability, and microcephaly.",Genet Med 23:2213-2218 (2021),Chondroitin synthesis,kegg_id_crossref,1.0
25753423,Autosomal recessive intellectual developmental disorder,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,H00768,hsa00534(N01582),Mental and behavioural disorder,Loss-of-Function Mutation in APC2 Causes Sotos Syndrome Features.,Cell Rep 10:1585-1598 (2015),Chondroitin synthesis,kegg_id_crossref,1.0
28397838,Autosomal recessive intellectual developmental disorder,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,H00768,hsa00534(N01582),Mental and behavioural disorder,Mapping autosomal recessive intellectual disability: combined microarray and exome sequencing identifies 26 novel candidate genes in 192 consanguineous  families.,Mol Psychiatry 23:973-984 (2018),Chondroitin synthesis,kegg_id_crossref,1.0
35675825,Autosomal recessive intellectual developmental disorder,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,H00768,hsa00534(N01582),Mental and behavioural disorder,Identification and functional evaluation of GRIA1 missense and truncation variants in individuals with ID: An emerging neurodevelopmental syndrome.,Am J Hum Genet 109:1217-1241 (2022),Chondroitin synthesis,kegg_id_crossref,1.0
34196201,Autosomal recessive intellectual developmental disorder,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,H00768,hsa00534(N01582),Mental and behavioural disorder,CEP104 and CEP290; Genes with Ciliary Functions Cause Intellectual Disability in Multiple Families.,Arch Iran Med 24:364-373 (2021),Chondroitin synthesis,kegg_id_crossref,1.0
34413497,Autosomal recessive intellectual developmental disorder,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,H00768,hsa00534(N01582),Mental and behavioural disorder,Biallelic loss-of-function variants in WDR11 are associated with microcephaly and intellectual disability.,Eur J Hum Genet 29:1663-1668 (2021),Chondroitin synthesis,kegg_id_crossref,1.0
34494102,Autosomal recessive intellectual developmental disorder,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,H00768,hsa00534(N01582),Mental and behavioural disorder,"Pathogenic variants in nucleoporin TPR (translocated promoter region, nuclear basket protein) cause severe intellectual disability in humans.",Hum Mol Genet 31:362-375 (2022),Chondroitin synthesis,kegg_id_crossref,1.0
37880421,Autosomal recessive intellectual developmental disorder,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,H00768,hsa00534(N01582),Mental and behavioural disorder,Bi-allelic truncating variants in CASP2 underlie a neurodevelopmental disorder with lissencephaly.,Eur J Hum Genet 32:52-60 (2024),Chondroitin synthesis,kegg_id_crossref,1.0
35047834,Autosomal recessive intellectual developmental disorder,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,H00768,hsa00534(N01582),Mental and behavioural disorder,Discovery of a neuromuscular syndrome caused by biallelic variants in ASCC3.,HGG Adv 2:100024 (2021),Chondroitin synthesis,kegg_id_crossref,1.0
37226891,Autosomal recessive intellectual developmental disorder,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,H00768,hsa00534(N01582),Mental and behavioural disorder,Biallelic variants in NSUN6 cause an autosomal recessive neurodevelopmental disorder.,Genet Med 25:100900 (2023),Chondroitin synthesis,kegg_id_crossref,1.0
39824192,Autosomal recessive intellectual developmental disorder,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,H00768,hsa00534(N01582),Mental and behavioural disorder,"Bi-allelic KICS2 mutations impair KICSTOR complex-mediated mTORC1 regulation, causing intellectual disability and epilepsy.",Am J Hum Genet 112:374-393 (2025),Chondroitin synthesis,kegg_id_crossref,1.0
37833060,Autosomal recessive intellectual developmental disorder,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,H00768,hsa00534(N01582),Mental and behavioural disorder,Intellectual disability syndrome associated with a homozygous founder variant in SGSM3 in Ashkenazi Jews.,J Med Genet 61:289-293 (2024),Chondroitin synthesis,kegg_id_crossref,1.0
41260215,Autosomal recessive intellectual developmental disorder,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,H00768,hsa00534(N01582),Mental and behavioural disorder,Bi-allelic PRMT9 loss-of-function variants cause a syndromic form of intellectual disability.,Am J Hum Genet 112:2943-2960 (2025),Chondroitin synthesis,kegg_id_crossref,1.0
21470988,Aromatase excess syndrome,Steroid hormone biosynthesis,H00794,hsa00140(N01540),Endocrine and metabolic disease,Aromatase excess syndrome: identification of cryptic duplications and deletions leading to gain of function of CYP19A1 and assessment of phenotypic determinants.,J Clin Endocrinol Metab 96:E1035-43 (2011),Steroid metabolism,kegg_id_crossref,1.0
17584767,Aromatase excess syndrome,Steroid hormone biosynthesis,H00794,hsa00140(N01540),Endocrine and metabolic disease,Regional rearrangements in chromosome 15q21 cause formation of cryptic promoters for the CYP19 (aromatase) gene.,Hum Mol Genet 16:2529-41 (2007),Steroid metabolism,kegg_id_crossref,1.0
